City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
449,Paso Del Macho,MX,18.9667,-96.7167,75.65,89,69,4.88,broken clouds
450,Geraldton,AU,-28.7667,114.6,52.21,93,100,12.66,overcast clouds
451,Mogadishu,SO,2.0371,45.3438,75.45,80,99,18.19,overcast clouds
452,Omboue,GA,-1.5746,9.2618,70.56,80,44,7.56,scattered clouds
453,Swellendam,ZA,-34.0226,20.4417,52.61,89,13,4.5,few clouds
454,Sorong,ID,-0.8833,131.25,77.32,86,96,8.1,overcast clouds
455,Avera,US,33.194,-82.5271,87.39,50,96,2.62,overcast clouds
456,Chongwe,ZM,-15.3292,28.682,56.59,41,0,2.39,clear sky
457,Abeche,TD,13.8292,20.8324,75.67,83,100,11.18,moderate rain
458,Vostok,RU,46.4856,135.8833,65.1,98,100,3.11,light rain
459,Maceio,BR,-9.6658,-35.7353,76.44,78,20,6.91,few clouds
460,Gobo,JP,33.8833,135.15,82.17,83,97,9.31,overcast clouds
461,Russell,US,32.3502,-85.1999,94.28,46,0,4.61,clear sky
462,Barra,BR,-11.0894,-43.1417,80.4,41,25,6.35,scattered clouds
463,Kaya,BF,13.0917,-1.0844,84.43,59,1,9.4,light rain
464,Shenjiamen,CN,29.9576,122.298,82.04,86,82,18.14,broken clouds
465,Dunedin,NZ,-45.8742,170.5036,42.8,42,85,7.0,overcast clouds
466,Aykhal,RU,66.0,111.5,43.83,98,100,5.61,light rain
467,Charlestown,AU,-32.95,151.6667,53.73,80,87,10.0,overcast clouds
468,Matara,LK,5.9485,80.5353,77.11,87,100,12.08,overcast clouds
469,Kingaroy,AU,-26.5333,151.8333,48.04,69,0,6.06,clear sky
470,Mayo,US,38.8876,-76.5119,93.36,74,0,17.27,clear sky
471,Eureka,US,40.8021,-124.1637,76.68,82,90,5.01,overcast clouds
472,Rudnyy,KZ,52.9594,63.1206,64.63,71,100,7.25,overcast clouds
473,Sorland,NO,67.667,12.6934,52.59,82,76,8.14,broken clouds
474,Verkhnyaya Toyma,RU,62.2349,44.9985,56.7,97,100,4.05,overcast clouds
475,Marsh Harbour,BS,26.5412,-77.0636,83.7,69,100,12.82,overcast clouds
476,Mosta,MT,35.9092,14.4256,82.45,83,0,3.44,clear sky
477,Touros,BR,-5.1989,-35.4608,75.79,77,7,11.9,clear sky
478,Khor,RU,47.8861,134.9464,68.36,97,90,8.03,overcast clouds
479,Cortez,US,37.3489,-108.5859,88.56,25,40,4.61,scattered clouds
480,Xining,CN,36.6167,101.7667,62.92,81,29,2.39,scattered clouds
481,Kalya,IN,12.9793,77.1806,67.57,92,100,13.96,overcast clouds
482,Xingtai,CN,37.0631,114.4942,79.57,96,100,7.29,overcast clouds
483,Tambopata,PE,-12.7333,-69.1833,89.49,51,40,3.44,scattered clouds
484,Goroka,PG,-6.0834,145.3873,63.12,69,87,1.25,overcast clouds
485,Fort Morgan,US,40.2503,-103.8,74.62,32,87,14.23,overcast clouds
486,Aljezur,PT,37.3191,-8.8033,65.1,89,0,6.46,clear sky
487,Carberry,CA,49.8689,-99.3602,71.83,41,38,7.2,scattered clouds
488,Kaliua,TZ,-5.0606,31.7936,66.27,31,1,5.57,clear sky
489,Pastos Bons,BR,-6.6017,-44.0767,80.85,32,1,3.83,clear sky
490,Gouyave,GD,12.1646,-61.7296,84.97,74,20,13.8,few clouds
491,Gigmoto,PH,13.7796,124.39,78.08,86,100,6.44,overcast clouds
492,Isla Vista,US,34.4133,-119.861,105.3,44,0,6.91,clear sky
493,Warrnambool,AU,-38.3833,142.4833,41.23,83,16,7.7,few clouds
494,Chicama,PE,-7.8447,-79.1469,61.34,69,46,8.88,scattered clouds
495,Muzhi,RU,65.3667,64.6667,68.34,64,0,6.85,clear sky
496,Gheorgheni,RO,46.7167,25.6167,58.1,95,29,4.05,scattered clouds
497,Caravelas,BR,-17.7125,-39.2481,73.56,79,1,9.44,clear sky
498,Nongpoh,IN,25.9,91.8833,76.57,97,79,2.93,broken clouds
499,Tommot,RU,58.9564,126.2925,53.69,83,97,5.86,overcast clouds
500,Tulun,RU,54.5611,100.5792,46.53,85,17,2.3,few clouds
501,Bilibino,RU,68.0546,166.4372,42.82,55,10,3.31,clear sky
502,Tecoanapa,MX,16.5167,-98.75,86.61,67,80,9.48,broken clouds
503,Dengfeng,CN,34.4553,113.0281,81.19,83,100,2.37,overcast clouds
504,Iralaya,HN,15.0,-83.2333,81.09,85,100,12.97,overcast clouds
505,Tres Barras,BR,-26.1064,-50.3222,58.98,99,100,4.45,light rain
506,Itarema,BR,-2.9248,-39.9167,78.22,80,41,17.65,scattered clouds
507,Mehran,IR,33.1222,46.1646,100.56,16,1,4.61,clear sky
508,Aginskoye,RU,51.1,114.53,50.18,69,1,14.5,clear sky
509,Bandarbeyla,SO,9.4942,50.8122,75.61,76,7,32.53,clear sky
510,Coro,VE,11.4045,-69.6734,84.38,69,12,19.95,few clouds
511,La Ronge,CA,55.1001,-105.2842,80.85,34,40,10.36,scattered clouds
512,Lemoore,US,36.3008,-119.7829,95.02,29,0,9.22,clear sky
513,Surt,LY,31.2089,16.5887,80.96,69,0,7.4,clear sky
514,Aksarka,RU,66.5606,67.7975,67.86,69,36,7.45,scattered clouds
515,Nyuzen,JP,36.9333,137.5,84.47,72,74,2.21,broken clouds
516,Lugovoy,KZ,42.9472,72.7644,70.93,52,27,4.74,scattered clouds
517,Ballina,AU,-28.8667,153.5667,54.01,67,0,9.04,clear sky
518,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,94,40,7.02,light intensity shower rain
519,Port Macquarie,AU,-31.4333,152.9167,53.89,75,37,13.02,scattered clouds
520,Campeche,MX,19.0,-90.5,71.46,99,100,5.23,overcast clouds
521,Gorontalo,ID,0.5412,123.0595,73.58,92,100,2.33,overcast clouds
522,Nuuk,GL,64.1835,-51.7216,43.41,87,75,11.5,fog
523,Sonda,EE,59.3436,26.8364,55.42,83,98,6.11,overcast clouds
524,Corinth,GR,37.9407,22.9573,84.88,53,0,7.83,clear sky
525,Sungaipenuh,ID,-2.0833,101.3833,63.14,96,72,2.06,broken clouds
526,Ilhabela,BR,-23.7781,-45.3581,69.3,90,100,0.98,overcast clouds
527,Labuhan,ID,-6.8844,112.2051,74.57,87,7,9.42,clear sky
528,Trelew,AR,-43.249,-65.3051,42.01,74,100,9.04,overcast clouds
529,Monrovia,LR,6.3005,-10.7969,75.85,76,93,11.54,overcast clouds
530,Kalmunai,LK,7.4167,81.8167,79.03,70,94,4.32,overcast clouds
531,Santo Amaro,BR,-12.5467,-38.7119,68.61,85,1,4.7,clear sky
532,Makakilo City,US,21.3469,-158.0858,83.95,56,20,11.5,few clouds
533,Kieta,PG,-6.2167,155.6333,80.82,80,93,0.83,light rain
534,Hamilton,US,39.1834,-84.5333,89.44,70,20,4.61,few clouds
535,Leninskoye,KZ,41.7589,69.3864,75.24,29,26,5.97,scattered clouds
536,Chingola,ZM,-12.529,27.8838,57.69,48,0,4.7,clear sky
537,Vamdrup,DK,55.4276,9.2844,57.92,94,37,3.44,scattered clouds
538,Talakan,RU,50.3167,130.3667,60.89,93,96,7.7,overcast clouds
539,Landskrona,SE,55.8708,12.8302,59.99,92,99,6.22,overcast clouds
540,Kangaatsiaq,GL,68.3065,-53.4641,41.18,93,100,9.17,overcast clouds
541,Khowai,IN,24.1,91.6333,76.82,97,100,1.57,overcast clouds
542,Fare,PF,-16.7,-151.0167,76.89,70,77,24.54,broken clouds
543,Eirunepe,BR,-6.6603,-69.8736,81.16,76,93,2.62,overcast clouds
544,Domna,RU,51.8971,113.1573,46.56,93,3,8.95,clear sky
545,Viedma,AR,-40.8135,-62.9967,45.52,77,100,6.2,overcast clouds
546,Beatrice,US,40.2681,-96.747,98.58,46,40,6.91,scattered clouds
547,Cockburn Town,TC,21.4612,-71.1419,82.0,85,82,21.36,broken clouds
548,Tocopilla,CL,-22.092,-70.1979,63.0,63,4,1.72,clear sky
549,San Andres,CO,12.5847,-81.7006,82.42,83,100,12.66,overcast clouds
550,North Bend,US,43.4065,-124.2243,80.24,85,0,18.41,clear sky
551,Dire,ML,12.2833,-10.9667,75.43,94,46,2.71,light rain
552,Kongolo,CD,-5.3833,27.0,77.9,34,16,3.18,few clouds
553,Piedecuesta,CO,6.9879,-73.0495,76.32,86,93,3.74,overcast clouds
554,Mumford,GH,5.2618,-0.759,73.42,84,9,11.81,clear sky
555,Bolivar,US,37.6145,-93.4105,94.59,52,98,1.01,overcast clouds
556,Verkh-Usugli,RU,52.7,115.1667,45.7,78,2,4.74,clear sky
557,Sal Rei,CV,16.1833,-22.9167,79.29,89,97,7.92,overcast clouds
558,Show Low,US,34.2542,-110.0298,77.29,44,20,0.0,few clouds
559,Sayat,TM,38.7839,63.8803,78.67,26,0,9.22,clear sky
560,Krasnoyarskaya,RU,47.6501,42.0443,75.13,34,23,7.94,few clouds
561,Staryy Nadym,RU,65.6118,72.6842,67.93,68,89,11.25,light rain
562,Jeremie,HT,18.65,-74.1167,85.44,65,31,2.51,scattered clouds
563,Minudasht,IR,37.2289,55.3747,81.97,74,75,4.61,broken clouds
564,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,11.5,clear sky
565,Turayf,SA,31.6725,38.6637,88.05,42,0,9.22,clear sky
566,Mariental,NA,-24.6333,17.9667,59.54,34,97,7.67,overcast clouds
567,Korla,CN,41.7597,86.1469,81.63,28,7,0.94,clear sky
568,Salisbury,GB,51.0693,-1.7957,68.77,62,1,5.75,clear sky
569,Obo,CF,5.3998,26.4869,68.02,97,91,2.39,overcast clouds
570,Zolotonosha,UA,49.6689,32.0377,67.69,85,49,10.36,scattered clouds
571,Konch,IN,25.9833,79.15,80.96,85,100,5.23,overcast clouds
572,Saucillo,MX,28.0167,-105.2833,90.46,25,54,15.57,broken clouds
573,Itambe,BR,-15.245,-40.6244,72.75,73,83,5.68,broken clouds
574,Boende,CD,-0.2167,20.8667,75.76,73,55,2.01,broken clouds
575,Piacabucu,BR,-10.4056,-36.4344,74.01,74,53,9.66,broken clouds
576,Ransang,PH,8.9603,117.5828,77.41,84,97,5.19,light rain
577,Belogorsk,RU,50.9158,128.4611,56.5,93,11,7.92,few clouds
578,Kamaishi,JP,39.2667,141.8833,77.67,85,98,7.54,overcast clouds
579,Ambilobe,MG,-13.2,49.05,62.24,85,27,3.71,scattered clouds
580,Canyon,US,34.9803,-101.9188,98.47,29,26,13.4,scattered clouds
581,Semey,KZ,50.4111,80.2275,66.43,42,48,4.25,scattered clouds
582,Zeya,RU,53.75,127.2667,56.68,99,100,2.28,light rain
583,Porto Novo,BJ,6.4965,2.6036,76.82,84,31,8.97,scattered clouds
584,Innisfail,AU,-17.5333,146.0333,71.62,88,95,7.61,overcast clouds
585,Murnau,DE,48.2302,12.2943,60.39,77,100,4.74,overcast clouds
586,Kamina,CD,-8.7386,24.9906,63.95,33,11,4.72,few clouds
587,Sharlyk,RU,52.9167,54.75,66.47,64,74,5.37,broken clouds
588,Toamasina,MG,-18.1667,49.3833,66.2,94,40,4.61,scattered clouds
589,Barauli,IN,26.4,84.5833,84.74,72,1,7.67,clear sky
590,Nueva Loja,EC,0.0847,-76.8828,87.82,51,20,3.44,few clouds
591,Belyy Yar,RU,53.6039,91.3903,50.86,84,0,6.71,clear sky
592,Zambezi,ZM,-13.5432,23.1047,58.75,32,0,5.59,clear sky
593,Darhan,MN,49.4867,105.9228,51.84,78,0,1.92,clear sky
594,Poyarkovo,RU,49.6,128.6833,59.72,93,0,6.82,clear sky
595,Chipinge,ZW,-20.1883,32.6236,53.67,51,0,4.45,clear sky
596,Ukiah,US,39.1502,-123.2078,91.65,39,0,7.0,clear sky
597,Point Pleasant,US,40.0832,-74.0682,94.19,63,0,12.66,clear sky
598,San Cristobal,VE,7.7669,-72.225,80.78,61,94,5.14,overcast clouds
599,Tynda,RU,55.1667,124.7167,51.78,99,100,4.63,moderate rain
600,Thai Binh,VN,20.45,106.3333,77.09,94,100,6.67,overcast clouds
601,Lima,PE,-12.0432,-77.0282,59.25,77,100,6.91,overcast clouds
602,Gornozavodsk,RU,58.3758,58.3211,64.17,75,58,0.83,broken clouds
603,Portland,US,45.5234,-122.6762,101.28,27,0,12.66,clear sky
604,Bollnas,SE,61.3482,16.3946,56.52,63,100,1.97,overcast clouds
605,Plettenberg Bay,ZA,-34.0527,23.3716,58.01,84,36,11.36,scattered clouds
606,Thinadhoo,MV,0.5333,72.9333,81.79,73,100,7.78,overcast clouds
607,Rock Sound,BS,24.9,-76.2,82.89,72,100,14.45,overcast clouds
608,Mandali,IQ,33.7499,45.5541,99.93,17,0,10.94,clear sky
609,Bam,IR,29.106,58.357,86.18,16,0,13.29,clear sky
610,Lincoln,US,40.8,-96.667,92.7,67,20,14.97,few clouds
611,Mahenge,TZ,-8.6833,36.7167,57.56,54,51,2.06,broken clouds
612,Bandar-E Lengeh,IR,26.5579,54.8807,93.31,70,1,9.22,haze
613,Madarounfa,NE,13.3087,7.156,86.59,55,83,11.83,broken clouds
614,Laguna,US,38.421,-121.4238,95.34,35,0,10.36,clear sky
615,Governador Valadares,BR,-18.8511,-41.9494,76.93,43,3,3.76,clear sky
616,Kaspiyskiy,RU,45.3929,47.3707,79.18,56,91,9.69,overcast clouds
617,Borba,BR,-4.3878,-59.5939,83.3,60,100,1.5,overcast clouds
618,Kokopo,PG,-4.352,152.2633,79.63,75,49,5.86,scattered clouds
619,Kajaani,FI,64.2273,27.7285,53.65,82,75,6.91,broken clouds
620,Nouakchott,MR,18.0858,-15.9785,80.53,83,4,11.9,clear sky
621,Sinegorskiy,RU,48.0139,40.8447,74.16,29,27,8.23,scattered clouds
622,Arandis,NA,-22.4167,14.9667,60.46,45,30,3.74,scattered clouds
623,Manuk Mangkaw,PH,4.8,119.85,80.65,78,96,5.95,overcast clouds
624,Banda Aceh,ID,5.5577,95.3222,78.84,73,91,13.51,overcast clouds
625,Brokopondo,SR,4.75,-55.1667,81.66,74,93,6.71,overcast clouds
626,Venado Tuerto,AR,-33.7456,-61.9688,56.77,47,85,9.62,overcast clouds
627,Tessalit,ML,20.1986,1.0114,97.57,13,87,2.86,overcast clouds
628,Chahal,GT,15.75,-89.5667,82.94,71,99,3.4,overcast clouds
629,Nikolayevsk-Na-Amure,RU,53.1406,140.73,63.52,98,100,4.81,overcast clouds
630,Mehamn,NO,71.0357,27.8492,49.95,87,75,13.8,light rain
631,Kudahuvadhoo,MV,2.6708,72.8944,81.88,75,94,12.06,overcast clouds
632,Chizhou,CN,30.6578,117.4831,79.7,80,65,4.81,broken clouds
633,Bonthe,SL,7.5264,-12.505,75.6,87,83,9.06,light rain
634,Ormara,PK,25.2088,64.6357,80.91,88,100,11.56,overcast clouds
635,Bolshaya Martynovka,RU,47.271,41.6679,73.56,26,4,6.87,clear sky
636,Luanda,AO,-8.8368,13.2343,68.0,88,1,4.61,clear sky
637,Bantou,CN,26.2151,117.4893,73.96,93,0,0.89,clear sky
638,Nantucket,US,41.2835,-70.0995,86.11,85,0,16.11,clear sky
639,Darnah,LY,32.767,22.6367,79.93,71,0,16.46,clear sky
640,Mitsamiouli,KM,-11.3847,43.2844,75.33,68,5,7.58,clear sky
641,Nevers,FR,46.9167,3.3333,66.54,34,0,7.11,clear sky
642,Broken Hill,AU,-31.95,141.4333,45.73,75,5,6.71,clear sky
643,Hirado,JP,33.3597,129.5531,81.39,85,78,10.96,broken clouds
644,Walvis Bay,NA,-22.9575,14.5053,54.09,87,8,3.44,clear sky
645,Khash,IR,28.2211,61.2158,81.21,17,0,3.42,clear sky
646,Razdolinsk,RU,58.4211,94.6658,52.52,92,72,2.46,broken clouds
647,Genhe,CN,50.7833,121.5167,50.31,74,7,5.44,clear sky
648,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,94,100,2.24,overcast clouds
649,Dzhebariki-Khaya,RU,62.2167,135.8,58.89,73,100,2.71,overcast clouds
650,Oga,IT,46.4631,10.347,59.68,90,99,1.66,overcast clouds
651,Macapa,BR,0.0389,-51.0664,85.98,66,75,6.91,broken clouds
652,Salym,RU,60.0625,71.4789,59.16,76,95,4.16,overcast clouds
653,Shilka,RU,51.85,116.0333,49.01,78,4,5.03,clear sky
654,Correntina,BR,-13.3433,-44.6367,77.29,29,34,3.24,scattered clouds
655,Hope,US,33.6671,-93.5916,98.65,32,94,6.2,overcast clouds
656,Northam,GB,51.0333,-4.2167,61.61,82,0,5.57,clear sky
657,Keti Bandar,PK,24.1447,67.4497,82.09,91,100,13.96,overcast clouds
658,Hays,US,30.0502,-98.0336,100.54,39,39,5.01,scattered clouds
659,Colares,PT,38.7992,-9.4469,69.48,64,4,11.99,clear sky
660,Saint-Georges,GD,12.0564,-61.7485,85.68,74,20,13.8,few clouds
661,Erenhot,CN,43.6475,111.9767,66.36,54,75,8.08,broken clouds
662,Buenos Aires,AR,-34.6132,-58.3772,51.69,76,20,20.71,few clouds
663,Ancud,CL,-41.8697,-73.8203,45.23,76,12,1.52,few clouds
664,Novonukutskiy,RU,53.7002,102.7117,47.05,87,0,2.28,clear sky
665,Alekseyevsk,RU,57.8406,108.3492,51.84,98,100,4.07,overcast clouds
666,Biloela,AU,-24.4167,150.5,53.64,53,0,6.53,clear sky
667,Guapore,BR,-28.8456,-51.8903,55.71,99,100,2.98,overcast clouds
668,Nampula,MZ,-15.1165,39.2666,64.35,88,0,2.3,clear sky
669,Arawa,PG,-6.2132,155.5367,80.67,83,92,0.74,overcast clouds
670,Nigde,TR,37.8333,34.75,65.73,57,2,3.62,clear sky
671,San Gabriel Casa Blanca,MX,18.15,-97.1333,80.38,63,87,9.6,overcast clouds
672,Tateyama,JP,34.9833,139.8667,83.1,84,16,12.8,few clouds
673,Uryupinsk,RU,50.8047,42.0138,68.58,44,9,4.99,clear sky
674,Sokoni,TZ,-6.4333,39.55,73.26,74,74,16.8,broken clouds
675,Chapais,CA,49.7834,-74.8492,62.38,39,100,7.72,overcast clouds
